Folder,Document,Date,Time,magnitude,Orientation,Distance,AppName
video_accelerometerDataVideoApp,04u9204YLa4bKH4R9ab0,11/22/2023,12:03:19 AM,9.648325792451606,0.9013824134040748,8,VideoAPP
video_accelerometerDataVideoApp,06Yi7ow61z22IREXO7jK,11/22/2023,10:04:44 PM,9.458305597315064,0.9719998266262314,8,VideoAPP
video_accelerometerDataVideoApp,07aEgZxAP9WkD9i44Ca1,11/22/2023,10:01:22 PM,9.464880857683838,0.8941864343181514,8,VideoAPP
video_accelerometerDataVideoApp,09fW3EnkbS99nZTkNrH3,11/22/2023,12:05:56 AM,9.467295336203176,0.2661172498927303,8,VideoAPP
video_accelerometerDataVideoApp,0CR0YxCfbQwAZrUZV5Kx,11/22/2023,10:07:36 PM,9.458268213611795,0.8941422251501702,8,VideoAPP
video_accelerometerDataVideoApp,0Eur78TNI3fH12rCXcv5,11/22/2023,10:10:46 PM,9.458129798,0.4061781708814449,8,VideoAPP
video_accelerometerDataVideoApp,0HlfoR888YyeKRMbjIMP,11/22/2023,10:08:26 PM,9.459895278484373,0.3925922829016439,8,VideoAPP
video_accelerometerDataVideoApp,0JX0s7CMAh41ftnMb0VE,11/22/2023,10:10:02 PM,9.464101919039086,0.2678166979193397,8,VideoAPP
video_accelerometerDataVideoApp,0Q1pfRrL8FniDBeqzkI1,11/22/2023,12:05:48 AM,9.464761830570025,0.2664415212760338,8,VideoAPP
video_accelerometerDataVideoApp,0QBWB69Fi2PdK3AywLgT,11/22/2023,9:56:41 PM,9.472713281616736,0.9720320406616256,8,VideoAPP
video_accelerometerDataVideoApp,0SNjJJK1Apk4426AYIhN,11/22/2023,9:58:30 PM,9.46877721,0.4059999542460111,8,VideoAPP
video_accelerometerDataVideoApp,0SZ0IQcekxOD2s7jHFI6,11/22/2023,10:08:51 PM,9.459804843780027,0.4147385248164019,8,VideoAPP
video_accelerometerDataVideoApp,0Sgo54jASmqUujndHzVc,11/22/2023,12:03:55 AM,9.652301837436736,0.920416042,8,VideoAPP
video_accelerometerDataVideoApp,0UZkjfE85sinAUxMBZY2,11/22/2023,9:55:22 PM,9.459202415358533,0.2662012375359653,8,VideoAPP
video_accelerometerDataVideoApp,0a2mg3iUSUD5aOHniGA3,11/22/2023,12:08:40 AM,9.601632165224084,0.7895160818464988,8,VideoAPP
video_accelerometerDataVideoApp,0btNAxrMW2vN1BapLENJ,11/22/2023,10:00:36 PM,9.898010239030722,0.3924768875455581,8,VideoAPP
video_accelerometerDataVideoApp,0dUfQ8H4VERgH6WxvrMS,11/22/2023,12:02:47 AM,9.601052802604286,0.4295024263596868,8,VideoAPP
video_accelerometerDataVideoApp,0er1yIltdpMvGVMwzG6U,11/22/2023,10:07:58 PM,9.460736814203004,0.2664020292973257,8,VideoAPP
video_accelerometerDataVideoApp,0h5g1mYhAStIudyD0Gbk,11/22/2023,10:08:15 PM,9.455212376462702,0.9411109559968772,8,VideoAPP
video_accelerometerDataVideoApp,0jE1LXLak0DAglhHIbjz,11/22/2023,12:02:40 AM,9.614941841946855,0.2678397436901467,8,VideoAPP
video_accelerometerDataVideoApp,0kvFEX2VbgiCltRdqsxu,11/22/2023,9:59:31 PM,9.47280098,0.2675622191157437,8,VideoAPP
video_accelerometerDataVideoApp,0lw5bNt8FCSxVrJrINR2,11/22/2023,12:03:50 AM,9.648402321,0.8941596821609595,8,VideoAPP
video_accelerometerDataVideoApp,0o1oIXT0RQKlqp350dVC,11/22/2023,10:05:57 PM,9.466063808897992,0.9336550317410852,8,VideoAPP
video_accelerometerDataVideoApp,0ooFewz7D7Vlkl3GbuBR,11/22/2023,10:04:36 PM,9.466436001581284,0.2678290425372919,8,VideoAPP
video_accelerometerDataVideoApp,0uRxkgNOxMRr8UQr0UjM,11/22/2023,9:59:46 PM,9.472862343517347,0.3928508807041776,8,VideoAPP
video_accelerometerDataVideoApp,0zOklR0HbpI7zkw4tW9U,11/22/2023,12:07:34 AM,9.600177203966142,0.2663291496930146,8,VideoAPP
video_accelerometerDataVideoApp,121SZ8GPtvG1l1fwZAgF,11/22/2023,12:06:16 AM,9.945239954,0.8406484878191967,8,VideoAPP
video_accelerometerDataVideoApp,1281NjbCzBn4jknGLPza,11/22/2023,12:07:10 AM,9.606182348,0.3943200188763383,8,VideoAPP
video_accelerometerDataVideoApp,12yDwPUkowoutSVKvX3D,11/22/2023,12:02:48 AM,9.600293491095751,0.2658712002278786,8,VideoAPP
video_accelerometerDataVideoApp,16oVZHowI7Mk9caAHk8J,11/22/2023,12:06:40 AM,9.606425358808249,0.2664113201305979,8,VideoAPP
video_accelerometerDataVideoApp,17vusIin6E1fD1M9wBzO,11/22/2023,12:04:32 AM,10.10415782353748,0.2678202140957704,8,VideoAPP
video_accelerometerDataVideoApp,1AxTupAUy72idliMaFwR,11/22/2023,10:10:08 PM,9.460554026220333,0.39429057,8,VideoAPP
video_accelerometerDataVideoApp,1BsloNyjWyu54tAftnZ5,11/22/2023,12:05:23 AM,9.47048938,0.2663980796488587,8,VideoAPP
video_accelerometerDataVideoApp,1CDy3cqS8dtN17Vgyzwk,11/22/2023,12:05:10 AM,9.485932785704454,0.9725643554959748,8,VideoAPP
video_accelerometerDataVideoApp,1DK7P6Ch6hQvSk2ffmBf,11/22/2023,10:00:17 PM,9.470811766427936,0.4146910172115268,8,VideoAPP
video_accelerometerDataVideoApp,1DddVvSvfVxhQkVLaWSG,11/22/2023,10:02:25 PM,9.465016986141617,0.3934508455649453,8,VideoAPP
video_accelerometerDataVideoApp,1FPGXxpZ1fKYj5mCTSwY,11/22/2023,10:03:06 PM,9.46904015,0.392467124,8,VideoAPP
video_accelerometerDataVideoApp,1H1Jg88OBbIg3NF3QrrT,11/22/2023,10:09:50 PM,9.462463233,0.9233630446629936,8,VideoAPP
video_accelerometerDataVideoApp,1HPKGg69xcr2Es6kb0Uz,11/22/2023,12:07:33 AM,9.603440938002985,0.2678730610095883,8,VideoAPP
